event,avgTweetLength_orig,numTweets_orig,credCount-2_ret,credCount-1_ret,credCount0_ret,credCount1_ret,credCount2_ret,P_ca_ret,Credibility_Class_Name_ret,Credibility_Class_Number_ret,cscw_predictor
isis_libya_christians-20150216_091918-20150216_102125,15.53416965,8370,0,0,2,5,23,0.766666667,Moderate,3,3
team_india_well-20150215_040639-20150215_053547,14.4247543,3256,0,0,1,9,20,0.666666667,Moderate,3,1
officers_two_police-20141221_010559-20141221_022838,17.11970051,20969,0,1,0,2,27,0.9,Perfect,1,2
republic_india_parade-20150125_233311-20150126_005114,16.04466265,6314,0,0,0,1,29,0.966666667,Perfect,1,3
paris_boko_killed-20150110_040512-20150110_053223,20.79333333,300,3,0,1,11,15,0.5,Low,4,3
goal_lamela_wow-20141023_131253-20141023_145258-20141023_161032,9.893706294,1430,0,0,2,3,25,0.833333333,High,2,1
mariota_win_marcus-20141213_213712-20141213_224642,15.16091383,4027,0,0,0,1,29,0.966666667,Perfect,1,2
after_#chapelhillshooting_says-20150213_063900-20150213_074704,18.35714286,14,2,0,6,6,16,0.533333333,Low,4,3
north_internet_korea-20141222_192402-20141222_202135-20141222_205602,14.42536282,2894,1,0,0,10,19,0.633333333,Moderate,3,2
obama_sony_north-20141219_141303-20141219_145030-20141219_160920,15.84453428,11874,0,0,0,5,25,0.833333333,High,2,3
delhi_aap_party-20150209_234725-20150210_010339,18.89381531,7082,0,0,1,4,25,0.833333333,High,2,1
breaking_rocket_news-20141028_154526-20141028_162957-20141028_164848-20141028_175721,12.7382716,810,0,1,0,2,27,0.9,Perfect,1,2
bears_brady_game-20141026_141633-20141026_151900,18.96784566,311,0,1,3,1,25,0.833333333,High,2,2
aguero_city_penalty-20141018_060115-20141018_072204,16.46508876,845,0,0,0,2,28,0.933333333,Perfect,1,3
officers_cops_nypd-20141220_172538-20141220_184434,16.84636063,4836,0,0,0,5,25,0.833333333,High,2,2
madrid_real_atletico-20150207_091347-20150207_100105,14.49213048,86727,0,0,0,4,26,0.866666667,High,2,4
team_rice_ray-20141128_130142-20141128_141815,17.87027628,6298,0,0,0,4,26,0.866666667,High,2,1
bush_jeb_run-20141216_104436-20141216_120017,14.96126208,12107,0,0,0,9,21,0.7,Moderate,3,2
goal_chelsea_hazard-20141213_090049-20141213_095200,14.77440347,922,0,0,0,3,27,0.9,Perfect,1,2
north_obama_news-20141227_094624-20141227_104156,15.79781257,13349,1,0,3,4,22,0.733333333,Moderate,3,3
tcu_ole_game-20141231_121927-20141231_131907,15.49444621,3151,0,0,1,5,24,0.8,High,2,1
cold_paris_charlie-20150108_104156-20150108_114417-20150108_114503-20150108_124712,17.30136986,73,0,1,1,2,26,0.866666667,High,2,3
madrid_real_goals-20141025_134937-20141025_144809,16.65221162,6918,0,0,3,8,19,0.633333333,Moderate,3,1
plane_into_crash-20150204_034733-20150204_035340-20150204_051048,15.06340378,4495,0,0,0,0,30,1,Perfect,1,2
#sotu_obama_state-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,15.81049525,7794,0,0,1,6,23,0.766666667,Moderate,3,3
bulls_game_lebron-20141031_204456-20141031_215422,19.24324324,444,1,0,1,6,22,0.733333333,Moderate,3,2
could_years_oscar-20141021_063933-20141021_074840,19.80311615,706,0,0,2,5,23,0.766666667,Moderate,3,2
obama_bill_keystone-20150224_164723-20150224_174707,12.84584277,12364,0,0,0,2,28,0.933333333,Perfect,1,3
game_dame_notre-20141018_223816-20141018_235231,14.74270738,17552,1,0,0,2,27,0.9,Perfect,1,1
goals_rosicky_arsenal-20150125_122612-20150125_132330,18.18095238,105,1,0,1,2,26,0.866666667,High,2,2
police_nypd_officers-20141222_102558-20141222_113613-20141222_114952,16.21476542,21293,0,0,2,5,23,0.766666667,Moderate,3,1
super_bowl_katy-20150129_171200-20150129_180123,14.61943015,39835,0,0,2,4,24,0.8,High,2,2
lauren_hill_college-20141102_154416-20141102_164616,15.54545455,22,0,0,1,4,25,0.833333333,High,2,3
rivers_austin_game-20150116_225024-20150116_235513-20150116_235749,15.77664975,394,2,0,0,5,23,0.766666667,Moderate,3,2
wilson_russell_#gbvssea-20150118_160427-20150118_171310,14.11573276,4640,0,0,1,2,27,0.9,Perfect,1,2
court_marriage_supreme-20150116_170022-20150116_181137,14.7834587,26854,0,1,1,3,25,0.833333333,High,2,2
ariana_big_grammys-20150209_025318-20150209_041206,14.55993101,3479,0,0,0,5,25,0.833333333,High,2,3
call_catch_refs-20150111_144629-20150111_155923,19.76478067,1573,0,0,6,7,17,0.566666667,Low,4,3
lillard_win_points-20141223_220709-20141223_230634,18.83863636,440,0,0,1,3,26,0.866666667,High,2,3
attack_police_after-20150215_070021-20150215_081617,15.54306864,2972,1,1,4,6,18,0.6,Moderate,3,3
smith_vick_jets-20141026_122223-20141026_131853,17.11600719,2224,0,0,1,6,23,0.766666667,Moderate,3,1
johnson_glen_liverpool-20141129_110813-20141129_120355,14.68199697,6610,0,0,1,4,25,0.833333333,High,2,1
rondo_year_celtics-20141218_165320-20141218_180518,20.28928571,280,1,0,2,9,18,0.6,Moderate,3,2
steelers_game_ravens-20150103_211333-20150103_212358-20150103_222031,15.7539424,15346,1,0,1,5,23,0.766666667,Moderate,3,3
parliament_hill_shot-20141022_095002-20141022_104357,14.61570397,5540,0,0,0,5,25,0.833333333,High,2,1
police_look_nypd-20141222_215937-20141222_225944,19.82014388,139,0,2,1,6,21,0.7,Moderate,3,3
coach_rivers_via-20150115_170445-20150115_182144,0,0,0,0,1,3,26,0.866666667,High,2,2
westbrook_game_points-20150116_192241-20150116_202803-20150116_214839,21.5625,48,2,1,1,7,19,0.633333333,Moderate,3,3
real_liverpool_madrid-20141022_113914-20141022_122656-20141022_123607-20141022_134245,13.7018853,146608,0,0,1,1,28,0.933333333,Perfect,1,1
artist_vote_year-20141016_111453-20141016_121002,12.15894359,14502,0,0,9,4,17,0.566666667,Low,4,2
harbaugh_jim_game-20141230_135246-20141230_150702,16.60889055,2677,1,0,0,4,25,0.833333333,High,2,3
game_royals_giants-20141025_203414-20141025_214728,16.8673936,28430,0,0,1,3,26,0.866666667,High,2,1
paris_charlie_attack-20150109_162209-20150109_174126,14.82010266,58639,0,0,1,5,24,0.8,High,2,3
goal_lamela_better-20141023_173055-20141023_185122,15.02297872,1175,0,0,2,4,24,0.8,High,2,1
obama_ukraine_merkel-20150209_112952-20150209_123113,13.93340786,12524,0,0,1,8,21,0.7,Moderate,3,4
airasia_flight_top-20141230_112124-20141230_124307,14.40328896,1277,0,0,3,3,24,0.8,High,2,2
scott_rip_sports-20150104_092526-20150104_101520,17.35286496,13892,0,0,1,1,28,0.933333333,Perfect,1,1
grammy_iggy_awards-20150208_183650-20150208_194148,16.76478465,4481,1,1,3,6,19,0.633333333,Moderate,3,1
heskey_emile_scored-20141226_111323-20141226_121536,12.07781753,1118,0,0,0,4,26,0.866666667,High,2,3
kim_park_winner-20141027_042412-20141027_055036,13.54071661,307,2,1,4,10,13,0.433333333,Low,4,3
ariana_#grammys_red-20150208_183650-20150208_194148,14.73666667,600,0,0,0,6,24,0.8,High,2,3
cops_police_officers-20141220_172538-20141220_184434,17.47372335,4034,0,1,0,3,26,0.866666667,High,2,2
cowboys_season_murray-20141228_121112-20141228_131248,14.80800772,2073,0,0,0,2,28,0.933333333,Perfect,1,1
ready_oscar_taveras-20141027_070451-20141027_080958,16.83333333,18,1,0,3,5,21,0.7,Moderate,3,3
years_cancer_oscar-20141021_085034-20141021_094830,20.46511628,43,0,0,0,3,27,0.9,Perfect,1,3
paris_attack_#charliehebdo-20150107_164147-20150107_175052,15.00267023,8988,1,0,1,2,26,0.866666667,High,2,2
god_thank_ebola-20141020_075900-20141020_090750,16.38466757,1474,1,3,6,5,15,0.5,Low,4,2
giants_series_bumgarner-20141029_224319-20141029_234451,15.80729297,15988,0,0,0,4,26,0.866666667,High,2,1
north_korea_sony-20141220_082757-20141220_091415,15.2597311,131871,0,0,2,3,25,0.833333333,High,2,3
paris_police_suspects-20150109_021432-20150109_032629-20150109_051915,15.4441781,19607,0,0,2,2,26,0.866666667,High,2,1
cowboys_real_game-20150105_003254-20150105_013938-20150105_020207,17.3231441,458,0,0,3,4,23,0.766666667,Moderate,3,3
bruce_jenner_car-20150207_163228-20150207_171503-20150207_181543,14.68666459,12868,0,0,0,5,25,0.833333333,High,2,1
united_rooney_liverpool-20141214_073154-20141214_082820,16.1083345,7163,0,0,0,2,28,0.933333333,Perfect,1,1
cup_draw_united-20150126_141134-20150126_152825,16.53428864,2931,1,0,2,7,20,0.666666667,Moderate,3,3
marion_barry_mind-20141123_100204-20141123_105303,20.11111111,18,0,0,1,10,19,0.633333333,Moderate,3,3
arsenal_hull_team-20141018_083142-20141018_093454,16.29654655,1332,0,0,0,4,26,0.866666667,High,2,2
korea_north_sanctions-20150102_141535-20150102_153912,14.39989904,37637,0,0,0,5,25,0.833333333,High,2,2
man_service_house-20141119_152220-20141119_162556,17.19117647,2312,0,0,1,6,23,0.766666667,Moderate,3,1
gaga_#grammys_looks-20150208_183650-20150208_194148,10.62173606,1417,0,0,3,8,19,0.633333333,Moderate,3,3
game_brandon_bears-20141204_214839-20141204_225549,16.23809524,420,0,0,0,3,27,0.9,Perfect,1,3
police_man_canadian-20141023_082640-20141023_092640,17.54929577,1349,0,0,0,3,27,0.9,Perfect,1,3
scott_stuart_photo-20150104_184648-20150104_193837,14.19887006,4425,0,2,1,1,26,0.866666667,High,2,3
rodgers_#nevsgb_nelson-20141130_163523-20141130_173425,14.32051282,78,1,1,1,5,22,0.733333333,Moderate,3,3
cam_kam_game-20150110_225406-20150111_000804,14.18681319,273,0,0,0,2,28,0.933333333,Perfect,1,3
police_#antoniomartin_officer-20141224_100226-20141224_105148,19.09138381,1149,1,0,3,9,17,0.566666667,Low,4,1
#oscartrial_roux_him-20141017_021821-20141017_040749,21.43939394,132,2,0,4,11,13,0.433333333,Low,4,3
copenhagen_police_shooting-20150214_114015-20150214_124834,15.6095546,2784,0,0,0,3,27,0.9,Perfect,1,2
saints_over_south-20141030_225127-20141031_000459,17.09580838,334,0,0,2,3,25,0.833333333,High,2,3
hazard_chelsea_contract-20150212_082825-20150212_093808,13.62334855,4163,0,0,0,1,29,0.966666667,Perfect,1,3
shot_officers_nypd-20150106_013848-20150106_024740,14.71656166,11110,0,0,0,3,27,0.9,Perfect,1,1
pakistan_against_over-20141218_093150-20141218_103700,16.73441734,369,1,0,3,8,18,0.6,Moderate,3,2
ferrari_vettel_news-20141120_053830-20141120_063341,12.59080133,2109,0,0,2,7,21,0.7,Moderate,3,2
king_saudi_justin-20150123_062346-20150123_072919,15.86111111,36,3,0,1,7,19,0.633333333,Moderate,3,3
party_johnny_manziel-20141228_101058-20141228_110832,15.59623558,1647,1,0,3,7,19,0.633333333,Moderate,3,2
obama_india_president-20150124_212351-20150124_222913,17.22320872,25680,0,0,1,1,28,0.933333333,Perfect,1,1
all-star_lillard_cousins-20150129_185017-20150129_194853,16.10207824,1636,0,0,1,10,19,0.633333333,Moderate,3,2
cowboys_game_fans-20150111_144629-20150111_155923,19.27755392,4219,1,1,6,8,14,0.466666667,Low,4,2
watch_trailer_teaser-20141022_213926-20141022_224704,13.99993778,32146,0,3,5,3,19,0.633333333,Moderate,3,1
school_being_pakistan-20141216_175414-20141216_191003,19.29395218,711,2,0,1,6,21,0.7,Moderate,3,1
free_boko_haram-20141017_123802-20141017_134846,14.10911467,3061,0,0,0,5,25,0.833333333,High,2,1
united_liverpool_man-20141214_091758-20141214_100529,14.60728557,21522,0,0,2,2,26,0.866666667,High,2,1
hall_fame_smoltz-20150106_131349-20150106_142456,16.01778907,8657,0,0,0,2,28,0.933333333,Perfect,1,4
cardale_jones_ohio-20150115_144132-20150115_145404-20150115_155455,16.1247235,17631,3,0,4,2,21,0.7,Moderate,3,1
after_state_burkina-20141030_110646-20141030_120557,14.4,380,0,0,2,3,25,0.833333333,High,2,3
torres_madrid_real-20150115_144132-20150115_145404-20150115_155455,15.92293785,26550,1,0,1,1,27,0.9,Perfect,1,3
isis_hostage_killed-20150206_121857-20150206_132848,14.64204204,8325,1,0,10,8,11,0.366666667,Low,4,3
points_record_klay-20150124_064009-20150124_073826,16.48681654,3603,0,0,0,0,30,1,Perfect,1,4
kanye_grammys_#grammys-20150208_204025-20150208_213235,12.96138227,26102,1,0,0,5,24,0.8,High,2,2
win_pakistan_test-20141103_025003-20141103_041349,17.75747748,2775,0,0,0,3,27,0.9,Perfect,1,1
dean_smith_coach-20150208_102502-20150208_112357,15.31899171,12179,0,0,0,3,27,0.9,Perfect,1,3
interview_sony_theaters-20141223_120240-20141223_130258,15.36122226,27490,0,0,1,4,25,0.833333333,High,2,4
school_high_shooting-20141024_120404-20141024_131233-20141024_133137,14.67521564,26085,0,0,0,4,26,0.866666667,High,2,3
police_#ferguson_mall-20141128_153200-20141128_164009,15.96551724,87,0,0,2,6,22,0.733333333,Moderate,3,3
state_ohio_football-20150113_095338-20150113_095555-20150113_110027,15.27844807,46497,1,1,1,4,23,0.766666667,Moderate,3,1
cowboys_game_win-20150104_184648-20150104_193837,16.92080153,7336,0,0,1,4,25,0.833333333,High,2,3
ben_roethlisberger_big-20141103_000216-20141103_012618,17.24928694,1753,0,0,0,5,25,0.833333333,High,2,1
paris_charlie_#charliehebdo-20150109_134840-20150109_150228,13.95191466,18280,1,0,2,2,25,0.833333333,High,2,3
oregon_ohio_these-20150112_223014-20150112_234607,17.24034335,1165,0,0,3,3,24,0.8,High,2,2
#chapelhillshooting_media_muslim-20150211_113533-20150211_125933,17.17121588,4030,2,0,2,5,21,0.7,Moderate,3,2
interview_sony_play-20141223_120240-20141223_130258,17.26370757,1532,0,0,1,4,25,0.833333333,High,2,3
parliament_soldier_police-20141022_113914-20141022_122656-20141022_123607-20141022_134245,16.94279919,2465,0,0,0,2,28,0.933333333,Perfect,1,3
rodgers_bills_game-20141214_152337-20141214_162911,17.55432373,451,1,0,1,10,18,0.6,Moderate,3,3
taylor_swift_#grammys-20150208_204025-20150208_213235,13.33550979,9955,1,0,2,5,22,0.733333333,Moderate,3,3
chelsea_after_wembley-20150127_153325-20150127_163006-20150127_173421,16.82042254,284,1,0,1,2,26,0.866666667,High,2,4
paris_police_hostage-20150109_065327-20150109_081336-20150109_082533,15.51106712,11114,0,0,0,4,26,0.866666667,High,2,3
fight_take_mcgregor-20150119_011602-20150119_023830,17.71945701,221,1,0,4,6,19,0.633333333,Moderate,3,2
valentines_may_hope-20150214_072024-20150214_082606,21.27464789,142,0,0,2,2,26,0.866666667,High,2,3
marshawn_lynch_video-20150129_123604-20150129_133740,15.13128901,12979,0,0,1,3,26,0.866666667,High,2,3
cubs_manager_after-20141031_155552-20141031_164402-20141031_174229,16.18220339,944,0,1,2,7,20,0.666666667,Moderate,3,3
real_madrid_getafe-20150118_073935-20150118_083707,14.58020792,40208,0,0,0,5,25,0.833333333,High,2,2
stoke_arsenal_sanchez-20150111_074509-20150111_085056,14.47114457,10362,0,0,0,5,25,0.833333333,High,2,1
banks_ernie_check-20150124_102128-20150124_112014,17.05228758,153,0,0,2,2,26,0.866666667,High,2,2
louis_him_police-20141224_044022-20141224_054514,18.58914729,258,0,0,2,6,22,0.733333333,Moderate,3,3
children_pakistan_#peshawarattack-20141217_013906-20141217_031435,16.80828025,3140,1,0,1,5,23,0.766666667,Moderate,3,3
junior_malanda_car-20150110_131157-20150110_141440,15.83775462,4222,0,0,0,3,27,0.9,Perfect,1,2
game_all-star_nba-20150122_171213-20150122_181807-20150122_191647,14.79840169,13264,0,0,4,8,18,0.6,Moderate,3,3
chelsea_goal_qpr-20141101_123203-20141101_133032,13.58479532,2394,0,0,2,5,23,0.766666667,Moderate,3,3
pope_francis_congress-20150205_112916-20150205_122542,14.6910432,4745,0,0,0,6,24,0.8,High,2,2
chargers_raiders_stadium-20150219_202509-20150219_212132,14.94273474,11438,0,0,2,6,22,0.733333333,Moderate,3,4
night_last_balotelli-20141023_025838-20141023_043608,19.23394495,436,0,1,5,4,20,0.666666667,Moderate,3,3
smith_tonight_josh-20141224_114454-20141224_123850,17.675,80,1,0,4,8,17,0.566666667,Low,4,3
win_palace_spurs-20150110_131157-20150110_141440,18.11320755,530,0,0,2,3,25,0.833333333,High,2,2
killed_attack_ottawa-20141022_145104-20141022_155639,14.59713297,2023,0,0,1,1,28,0.933333333,Perfect,1,3
rondo_mavs_dallas-20141218_165320-20141218_180518,14.9742877,2878,0,0,0,6,24,0.8,High,2,3
packers_seahawks_game-20150118_134323-20150118_145322,15.61010907,28331,0,0,1,3,26,0.866666667,High,2,1
goal_real_madrid-20150104_110633-20150104_120216,12.93162951,16864,1,0,1,10,18,0.6,Moderate,3,2
scott_rip_side-20150104_092526-20150104_101520,17.3810102,8236,0,0,0,2,28,0.933333333,Perfect,1,1
cowboys_giants_game-20141123_225627-20141124_000502,15.23195474,5126,0,0,1,1,28,0.933333333,Perfect,1,3
falcons_lions_game-20141026_122223-20141026_131853,15.98567094,5932,0,0,0,2,28,0.933333333,Perfect,1,1
israeli_israel_attack-20150128_035328-20150128_055334,15.71151832,3820,0,0,0,8,22,0.733333333,Moderate,3,3
game_win_ravens-20141228_141137-20141228_152650,18.58156028,846,1,0,2,1,26,0.866666667,High,2,4
scott_cancer_died-20150104_092526-20150104_101520,19.94907531,3731,0,0,1,1,28,0.933333333,Perfect,1,1
cowboys_game_lions-20150104_202912-20150104_212925,16.04141104,17604,0,0,1,6,23,0.766666667,Moderate,3,2
king_mlk_martin-20150119_105337-20150119_115612,16.14424273,27322,0,0,0,2,28,0.933333333,Perfect,1,2
southampton_goal_sunderland-20141018_103241-20141018_112907,12.91891892,1961,0,0,1,3,26,0.866666667,High,2,2
mom_#oscars_date-20150222_200058-20150222_205845,16.78846154,104,0,1,6,1,22,0.733333333,Moderate,3,3
torres_real_goals-20150115_170445-20150115_182144,17.16936603,2161,0,0,1,5,24,0.8,High,2,2
smith_dean_man-20150208_102502-20150208_112357,17.87256301,2103,0,0,1,3,26,0.866666667,High,2,2
awards_music_seoul-20150123_003904-20150123_020641,12.49560038,33071,0,0,1,7,22,0.733333333,Moderate,3,3
post_office_paris-20150116_080013-20150116_085019,14.00809935,7408,0,0,1,3,26,0.866666667,High,2,3
north_sony_korea-20141221_083141-20141221_092742,15.21909861,154095,1,0,2,8,19,0.633333333,Moderate,3,3
goal_arsenal_goals-20141228_101058-20141228_110832,19.65234375,256,1,1,2,7,19,0.633333333,Moderate,3,3
bloody_delhi_bjp-20150210_072918-20150210_083048,17.65384615,26,0,0,5,8,17,0.566666667,Low,4,3
goal_chelsea_shrewsbury-20141028_154526-20141028_162957-20141028_164848-20141028_175721,14.68101495,2207,1,0,2,3,24,0.8,High,2,2
torture_report_cia-20141209_160409-20141209_170703,14.51579224,76050,0,1,2,9,18,0.6,Moderate,3,3
beckham_odell_catches-20141103_233158-20141104_005942,14.24262735,746,0,0,0,4,26,0.866666667,High,2,1
#ericgarner_protesters_police-20141203_214513-20141203_225016,15.15895954,692,0,0,2,6,22,0.733333333,Moderate,3,3
interview_watch_sony-20141224_114454-20141224_123850,16.59686577,8806,0,0,0,5,25,0.833333333,High,2,2
madrid_torres_real-20150115_125123-20150115_134444,15.92096841,26559,0,0,1,3,26,0.866666667,High,2,1
george_arrested_zimmerman-20150110_065125-20150110_080343,12.76912695,11855,0,0,0,3,27,0.9,Perfect,1,1
big_dog_red-20141216_175414-20141216_191003,14.9162866,6797,0,0,0,1,29,0.966666667,Perfect,1,2
sydney_february_stage-20150207_091347-20150207_100105,12.87757202,972,0,0,1,7,22,0.733333333,Moderate,3,3
copenhagen_police_shooting-20150214_190135-20150214_201421,15.05531223,7991,0,1,0,4,25,0.833333333,High,2,1
canada_game_team-20150105_211143-20150105_233051,17.03330626,2462,0,0,1,1,28,0.933333333,Perfect,1,2
#oscars_oscar_julianne-20150222_233635-20150223_003309,15.85580774,749,0,0,0,3,27,0.9,Perfect,1,3
vick_michael_start-20141027_160923-20141027_172837,15.46024096,1245,0,0,1,4,25,0.833333333,High,2,3
senzo_south_meyiwa-20141027_010908-20141027_024639,15.14999226,12914,0,0,0,1,29,0.966666667,Perfect,1,1
man_liverpool_qpr-20141019_091953-20141019_102237,17.31860465,430,3,1,4,6,16,0.533333333,Low,4,3
rondo_dallas_look-20141218_235306-20141219_012117,16.26181818,275,0,0,0,6,24,0.8,High,2,3
gay_alabama_marriage-20150209_112952-20150209_123113,14.55339402,19225,0,0,1,5,24,0.8,High,2,1
ohio_state_game-20150101_233743-20150102_004727,15.47081004,30764,0,0,0,1,29,0.966666667,Perfect,1,1
delhi_bjp_aap-20150209_234725-20150210_010339,17.61177157,27422,0,0,1,5,24,0.8,High,2,2
united_liverpool_manchester-20141214_091758-20141214_100529,14.11975952,75017,0,0,1,1,28,0.933333333,Perfect,1,1
game_dolphins_chargers-20141102_133808-20141102_144116,16.07032967,1365,0,0,2,3,25,0.833333333,High,2,3
fight_may_mayweather-20150220_205830-20150220_215939-20150220_230133,14.60175522,12648,1,0,1,5,23,0.766666667,Moderate,3,1
game_cowboys_next-20150104_184648-20150104_193837,17.98785776,2306,1,0,3,5,21,0.7,Moderate,3,3
golden_#goldenglobes_globes-20150111_221201-20150111_232952,14.01181439,19891,0,0,1,1,28,0.933333333,Perfect,1,2
weeden_cowboys_game-20141102_133808-20141102_144116,18.272,1000,0,0,2,1,27,0.9,Perfect,1,2
torture_report_cia-20141210_085127-20141210_094441,14.44156382,26576,1,1,0,4,24,0.8,High,2,3
music_seoul_awards-20150122_031736-20150122_043844,12.37227723,12120,0,0,0,5,25,0.833333333,High,2,3
xbox_psn_live-20141225_152909-20141225_164115,16.1303813,13008,1,0,1,6,22,0.733333333,Moderate,3,3
final_world_club-20141217_073951-20141217_084618,15.60108592,3131,1,1,1,6,21,0.7,Moderate,3,3
jets_seahawks_pick-20141017_150647-20141017_163319,17.09214744,2496,0,0,0,2,28,0.933333333,Perfect,1,3
police_copenhagen_killed-20150215_040639-20150215_053547,16.32044584,5742,0,0,0,6,24,0.8,High,2,2
#lfc_borini_goal-20150117_084653-20150117_093709,14.59447005,434,0,0,1,5,24,0.8,High,2,3
ebola_obama_czar-20141017_123802-20141017_134846,15.11644262,32136,2,0,1,8,19,0.633333333,Moderate,3,3
real_barcelona_sociedad-20150104_165315-20150104_174955,14.22297584,35385,0,0,1,2,27,0.9,Perfect,1,2
video_gerrard_steven-20150107_100842-20150107_112852,15.71546961,5792,0,2,3,2,23,0.766666667,Moderate,3,2
plane_crash_into-20150204_083128-20150204_083741-20150204_091914-20150204_100529,14.8746243,6987,0,0,0,4,26,0.866666667,High,2,3
odell_catch_mind-20141124_090622-20141124_100046-20141124_110556,15.89411765,170,0,1,2,4,23,0.766666667,Moderate,3,1
police_killed_video-20141224_133208-20141224_142617,16.18794326,1692,1,1,2,2,24,0.8,High,2,3
colt_mccoy_game-20141027_212117-20141027_223624,16.17486726,5650,0,1,0,6,23,0.766666667,Moderate,3,4
paris_these_police-20150108_004911-20150108_020203,19.44444444,126,0,0,0,7,23,0.766666667,Moderate,3,3
